Basketball Still Open,Borough,ClosureType,EditDate,GISpropNum,Handball Still Open,MPPA Still Open,OMPpropID,Red Sign Installed,Status,Tennis Still Open,accessibility,accessibilityLevel,location,name,point,rules,system,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
,B,Completely Locked,05/21/2020 11:06:09 AM,B212,,,B212,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Campus Rd. bet. E. 21 St. and Ocean Ave.,Hot Spot Tot Lot,POINT (-73.95675056141285 40.63102296449947),Adults not allowed in some locations,B212-CPA-0001,"13,513",60,2,26,43
,M,Completely Locked,05/21/2020 11:07:04 AM,M010,,,M010-145,,COVID-19 Closure,,true,Level 1: Playgrounds for All Children,85 St & 5th Ave,Ancient Plgd,POINT (-73.96175118864154 40.78084912347188),Unknown,M010-CPA-0008,,19,4,19,13
,X,Completely Locked,05/21/2020 11:10:24 AM,X150E,,,X150E,,COVID-19 Closure,,,,"Landing Rd., Major Deegan Exwy., Bailey",Fordham Landing Playground,POINT (-73.91028042000406 40.86336731169044),,,"11,606",24,5,29,34
,Q,Completely Locked,05/21/2020 11:09:14 AM,Q492,,,Q492,,COVID-19 Closure,,false,Not Applicable,"Grand Ave., 57 Ave. bet. 74 St. and 80 St.",Elmhurst Park,POINT (-73.88496050938579 40.730144539213356),Adults not allowed in some locations,Q492-CPA-0001,"14,784",66,3,5,68
,B,Completely Locked,05/21/2020 11:10:27 AM,B135,,,B135,,COVID-19 Closure,,,,,Newtown Barge Playground,POINT (-73.96096391011798 40.73592071658703),,,"18,182",,,,
,B,Completely Locked,05/21/2020 11:05:57 AM,B130,,,B130,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Ft Hamilton Pkwy., Prospect Ave., Greenwood Ave.",Greenwood Playground,POINT (-73.97651899869719 40.650716738125986),Adults Allowed,B130-CPA-0001,"17,620",9,2,27,45
false,R,Partially Locked,05/21/2020 11:10:33 AM,R038,false,,R038,,COVID-19 Closure,,,,,Midland Playground,POINT (-74.0911379129618 40.568603430345895),,,"10,692",31,1,14,76
,X,Completely Locked,05/21/2020 11:09:52 AM,X131,,,X131,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E 135 St bet. Alexander Av and Willis Av,Lozada Playground,POINT (-73.92500072215614 40.80777141490889),Adults Allowed,X131-CPA-0001,"10,932",49,5,35,23
,M,Completely Locked,05/21/2020 11:07:25 AM,M098,,,M098-03,,COVID-19 Closure,,false,Not Applicable,"Washington Sq S, Sullivan St",Washington Square Park,POINT (-73.99893252641668 40.73105379430035),Adults not allowed in some locations,M098-CPA-0001,"11,724",57,4,32,3
,Q,Partially Locked,05/21/2020 11:09:01 AM,Q379,,,Q379,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,148 St. bet. 85 Ave. and 85 Rd.,Briarwood Playground,POINT (-73.81080527374299 40.71065269734885),Adults not allowed in some locations,Q379-CPA-0001,"24,670",25,3,24,65
,Q,Completely Locked,05/21/2020 11:08:51 AM,Q343,,,Q343,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"11 Ave., 12 Ave. bet. 152 St. and 154 St.",Whitestone Playground,POINT (-73.80809766003888 40.79188011815939),Adults Allowed,Q343-CPA-0001,"14,192",22,3,20,67
false,X,Completely Locked,05/21/2020 11:09:44 AM,X085,,,X085,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,E. 183 St. bet. Valentine Ave. and Ryer,Slattery Playground,POINT (-73.89831637283282 40.85728394633679),Unknown,X085-CPA-0001,"10,936",6,5,22,29
,X,Completely Locked,05/21/2020 11:10:15 AM,X300,,,X300,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W. 180 St. bet. Davidson Ave. and Grand,Davidson Playground,POINT (-73.90766638360328 40.85510831956887),Unknown,X300-CPA-0001,"10,931",6,5,29,29
,X,Completely Locked,05/21/2020 11:10:01 AM,X174,,,X174,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E. 188 St. bet. Webster Ave. and Park Ave.,Webster Playground,POINT (-73.89307976115282 40.85939829451661),Adults Allowed,X174-CPA-0001,"10,936",35,5,22,31
,M,Completely Locked,05/21/2020 11:07:33 AM,M140,,,M140-01,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,W 148 St & Hudson River,Ten Mile River Plgd,POINT (-73.95224102606947 40.829925200119845),Adults Allowed,M140-CPA-0001,"12,428",37,4,23,19
,Q,Not Lockable,05/21/2020 11:08:49 AM,Q330,,,Q330,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,121 Ave. bet. Lucas St. and 192 St.,Locust Manor Playground,POINT (-73.75636602466213 40.68574483631508),Adults Allowed,Q330-CPA-0001,"15,313",41,3,6,71
,X,Completely Locked,05/21/2020 11:09:48 AM,X112,,,X112,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Cauldwell Ave bet. E. 161 St  and E. 163 St.,Hilton White Playground,POINT (-73.90738474379731 40.82279296493902),Adults Allowed,X112-CPA-0001,"10,934",34,5,43,25
,X,Completely Locked,05/21/2020 11:09:55 AM,X152,,,X152,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W. 254 St. bet. Riverdale Ave. and Mosholu Ave.,Vinmont Veteran Park,POINT (-73.90484410589606 40.90206244092975),Adults Allowed,X152-CPA-0001,"11,609",48,5,40,33
,Q,Completely Locked,05/21/2020 11:09:04 AM,Q397,,,Q397,,COVID-19 Closure,,false,Not Applicable,"171 St., 172 St. bet. 33 Ave. and 35 Ave.",Auburndale Playground,POINT (-73.79420398419514 40.76601297458905),Adults Allowed,Q397-CPA-0001,"14,193",22,3,20,67
,Q,Completely Locked,05/21/2020 11:08:45 AM,Q306,,,Q306,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Alderton St. bet. Dieterle Cr. and Ellwell Cr.,The Painter's Playground,POINT (-73.85980013552106 40.72060008824243),Adults Allowed,Q306-CPA-0001,"14,785",40,3,28,70
,B,Completely Locked,05/21/2020 11:50:52 AM,B340,,true,B340,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Flushing Ave. between Beaver St. and Garden St.,Garden Playground,POINT (-73.93851597921929 40.70110665943727),Adults Allowed,B340-CPA-0001,"17,213",42,2,30,53
true,B,Completely Locked,05/21/2020 11:06:52 AM,B347,,true,B347,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Sumpter St. to Marion St. between Howard Ave. and Ralph Ave.,Carver Playground,POINT (-73.9203110287976 40.68044781703693),Adults Allowed,B347-CPA-0001,"13,516",69,2,17,52
,X,Completely Locked,05/21/2020 11:10:28 AM,X208,,,X208,,COVID-19 Closure,,,,,Haviland Playground,POINT (-73.85861719668488 40.82904299380164),,,"11,610",58,5,31,26
,B,Completely Locked,05/21/2020 11:05:46 AM,B057,,,B057-03,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"Fillmore Ave, Madison Pl",PS 278 Plgd,POINT (-73.93835912050525 40.60724908818023),Unknown,B057-CPA-0001,"13,512",5,2,8,38
false,X,Partially Locked,05/21/2020 11:10:35 AM,X228,,,X228,true,COVID-19 Closure,,,,,I Am Park,POINT (-73.91025416225554 40.81131356616165),,,"10,933",49,5,35,23
false,X,Completely Locked,05/21/2020 11:10:10 AM,X244,,,X244,,COVID-19 Closure,,false,Not Applicable,W. 181 St. bet. Grand Ave. and Davidson,Grand Playground,POINT (-73.90729794201764 40.855841879504794),Adults not allowed in some locations,X244-CPA-0001,"10,931",6,5,29,29
true,M,Partially Locked,05/21/2020 11:07:53 AM,M283,true,,M283-02,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"River Terr, Warren St",Nelson Rockefeller Playground,POINT (-74.01663651903074 40.716845279168524),Unknown,M283-CPA-0001,"10,368",56,4,32,1
,R,Completely Locked,05/21/2020 11:09:17 AM,R025,,,R025,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Beechwood Ave., Crescent Ave. and Jersey St.",Mahoney Playground,POINT (-74.08573340679023 40.64375603067635),Adults Allowed,R025-CPA-0001,"10,369",4,1,13,74
,X,Completely Locked,05/21/2020 11:10:00 AM,X168,,,X168,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W 166 St bet. Woodycrest Av and Nelson Av,Nelson Playground,POINT (-73.92668179042828 40.83508376524812),Adults Allowed,X168-CPA-0001,"10,930",50,5,35,27
,X,Completely Locked,05/21/2020 11:10:13 AM,X287,,,X287,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Ogden Av, Plimpton Av, W 170 St",Ogden Plimpton Playground,POINT (-73.92376066918669 40.84199624624609),Adults Allowed,X287-CPA-0001,"10,930",50,5,42,27
,B,Completely Locked,05/21/2020 11:06:06 AM,B169A,,,B169A,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Brighton 2 St. bet. Brightwater Ct. and Boardwalk E.,Brighton Playground,POINT (-73.96513531737067 40.575162157133214),Adults not allowed in some locations,B169A-CPA-0001,"13,826",21,2,15,35
,R,Not Lockable,05/21/2020 11:09:28 AM,R109,,,R109-01,,COVID-19 Closure,,false,Not Applicable,"Broadway, Wayne St",Corporal Thompson Playground,POINT (-74.11805292117842 40.63894104940415),Adults not allowed in some locations,R109-CPA-0001,"10,697",4,1,13,74
,X,Completely Locked,05/21/2020 11:09:33 AM,X010A,,,X010A-02,,COVID-19 Closure,,false,Not Applicable,E 175 St & Arthur Ave,Tremont Plgd (2),POINT (-73.8945681785893 40.84443584515454),Adults Allowed,X010A-CPA-0002,,35,5,22,31
,X,Completely Locked,05/21/2020 11:09:31 AM,X002,,,X002-05,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Bronxdale Ave, Bronx Pk E",Brady Plgd,POINT (-73.86879873066249 40.851391396287646),Adults Allowed,X002-CPA-0002,"11,271",28,5,22,32
,Q,Partially Locked,05/21/2020 11:08:40 AM,Q293,,,Q293,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,56 Ave. bet. 201 St. and 202 St.,Saul Weprin Playground,POINT (-73.77613417367007 40.74775132444976),Adults Allowed,Q293-CPA-0002,"14,506",26,3,3,69
,Q,Completely Locked,05/21/2020 11:08:09 AM,Q024,,,Q024-03,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Booth Memorial Ave & 160 St,Four Winds Playground,POINT (-73.80818476594429 40.742664715626226),Unknown,Q024-CPA-0002,"14,507",22,3,3,67
,X,Completely Locked,05/21/2020 11:09:37 AM,X032,,,X032,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Coutlandt Av bet. E 161 St and E 162 St,Railroad Park,POINT (-73.91507809684497 40.825135496430505),Adults not allowed in some locations,X032-CPA-0001,"10,929",34,5,43,25
,M,Completely Locked,05/21/2020 11:07:20 AM,M071,,,M071-38,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"W 116-117 Sts, Riverside Dr",Tot Lot One Hundred And Sixteen,POINT (-73.96549085479666 40.809610731999044),Unknown,M071-CPA-0012,"12,421",37,4,23,17
true,B,Completely Locked,05/21/2020 11:06:01 AM,B153,,,B153,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Howard Ave. bet. Pacific St. and Dean St.,South Pacific Playground,POINT (-73.92019781444165 40.67565721347401),Adults Allowed,B153-CPA-0001,"13,516",55,2,17,46
,Q,Completely Locked,05/21/2020 11:08:23 AM,Q102,,,Q102-03,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"72 St, 74st, Juniper Blvd South",Juniper South Playground,POINT (-73.8827554863334 40.71845598805235),Unknown,Q102-CPA-0002,"15,309",54,3,34,62
,B,Completely Locked,05/21/2020 11:06:57 AM,B390,,,B390,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,President St. and Van Brunt St.,Mother Cabrini Park,POINT (-74.00470505809359 40.68440812820359),Adults not allowed in some locations,B390-CPA-0001,"13,514",14,2,27,48
,R,Completely Locked,05/21/2020 11:09:23 AM,R068,,,R068,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Grandview Ave., at Continental Pl.",The Big Park,POINT (-74.16499648041099 40.63067864560888),Unknown,R068-CPA-0001,"10,371",4,1,13,75
,Q,Not Lockable,05/21/2020 11:08:54 AM,Q351,,,Q351,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Liberty Ave. bet. 183 St. and 183 Pl.,Peters Field,POINT (-73.77459271167578 40.706543490241714),Adults Allowed,Q351-CPA-0001,"24,332",41,3,6,61
,B,Completely Locked,05/21/2020 11:06:08 AM,B210F,,,B210F,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Hamilton Ave., Nelson St. Clinton St.",Admiral Triangle,POINT (-74.00105712210463 40.67691052153183),Adults not allowed in some locations,B210F-CPA-0001,"13,514",14,2,27,48
,B,Completely Locked,05/21/2020 11:06:34 AM,B282,,,B282,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"80 St. To 81 St., 11 Ave. To 12 Ave.",Patrick O'Rourke Playground,POINT (-74.01444039003997 40.61929655714463),Adults not allowed in some locations,B282-CPA-0001,"13,511",10,2,44,41
,M,Completely Locked,05/21/2020 11:07:17 AM,M065,,,M065,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Columbia St, Delancey St and Bialystoker Pl",Luther Gulick Park,POINT (-73.98139696745562 40.71573081296455),Adults not allowed in some locations,M065-CPA-0001,"11,723",70,4,32,4
,Q,Partially Locked,05/21/2020 11:09:03 AM,Q391,,,Q391,,COVID-19 Closure,,false,Not Applicable,164 Pl. bet. Grand Central Pkwy. Sr. Rd. S. and 84 Ave.,Joseph Austin Playground,POINT (-73.80138598219385 40.71551403410043),Adults Allowed,Q391-CPA-0001,"24,340",25,3,24,65
,Q,Partially Locked,05/21/2020 11:07:57 AM,Q001A,,,Q001A-01,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Winchester Blvd, Union Tpke",Alley Athletic Playground,POINT (-73.73432377493528 40.73940105285009),Unknown,Q001A-CPA-0001,"24,336",63,3,16,63
true,Q,Partially Locked,05/21/2020 11:08:00 AM,Q007,true,,Q007-01,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Beach 32 St & Beach Channel Drive,Bayswater Playground,POINT (-73.76695908781078 40.59885263800302),Unknown,Q007-CPA-0001,"20,529",51,3,47,59
,X,Completely Locked,05/21/2020 11:10:09 AM,X233,,,X233,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Union Av bet. E 150 St and  e 152 St,Fountain Of Youth Playground,POINT (-73.90526369232575 40.813765170183295),Adults Allowed,X233-CPA-0001,"10,933",49,5,35,23
,M,Partially Locked,05/21/2020 11:07:18 AM,M071,,,M071-03,,COVID-19 Closure,,false,Not Applicable,W 74 St,Classic Plgd,POINT (-73.98619716134192 40.783371957280615),Unknown,M071-CPA-0003,"12,421",20,4,19,12
,X,Not Lockable,05/21/2020 11:09:36 AM,X028,,,X028,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Grand Concourse to Walton Av bet. E 161 St and E 164 St,Joyce Kilmer Park,POINT (-73.92194688990507 40.82965836310632),Adults not allowed in some locations,X028-CPA-0001,"10,930",50,5,35,27
,B,Completely Locked,05/21/2020 11:06:45 AM,B320,,,B320,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Berkeley Pl. and Lincoln Pl. between 5 Ave. and 6 Ave.,Park Slope Playground,POINT (-73.97878703642043 40.67692065398832),Adults Allowed,B320-CPA-0001,"17,619",14,2,27,50
,R,Completely Locked,05/21/2020 11:09:18 AM,R027A,,,R027A,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Corner Of Bartow Ave. and Page Ave.,Aesop Park,POINT (-74.23008698194863 40.50948964934795),Adults Allowed,R027A-CPA-0001,"10,696",15,1,9,77
,X,Completely Locked,05/21/2020 11:09:53 AM,X148C5,,,X148C5,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Jerome Av bet. E 174 St and the Cross Bronx Exwy Entrance Ramp,Jennie Jerome Playground,POINT (-73.91347557984518 40.845519527650076),Adults not allowed in some locations,X148C5-CPA-0001,"10,930",6,5,29,29
,R,Completely Locked,05/21/2020 11:09:15 AM,R005,,,R005-15,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Clove Road & Forest Ave,Saturn Play Equipment,POINT (-74.12116223123944 40.62714336083229),Adults not allowed in some locations,R005-CPA-0002,"10,697",4,1,13,74
,B,Completely Locked,05/21/2020 11:05:45 AM,B052,,,B052-03,,COVID-19 Closure,,false,Not Applicable,"8th Ave To Ft Hamilton Pkwy, Btwn 66th And 67th Street",Leif Ericson Park Playground,POINT (-74.01265677333946 40.63126953596193),Unknown,B052-CPA-0002,"18,180",10,2,44,41
,M,Completely Locked,05/21/2020 11:07:36 AM,M184,,,M184,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"W. 64 St., bet. Amsterdam Ave. and West End Ave.",Samuel N. Bennerson 2nd Playground,POINT (-73.98714802838056 40.77382322959232),Unknown,M184-CPA-0001,"12,420",20,4,19,12
true,M,Completely Locked,05/21/2020 11:07:02 AM,M003,,,M003,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Convent and Amsterdam Av, W 135 St",Annunciation Playground,POINT (-73.95186971535111 40.81854297930551),Adults Allowed,M003-CPA-0001,"12,428",37,4,36,17
,Q,Completely Locked,05/21/2020 11:08:35 AM,Q211,,,Q211,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Kissena Blvd. bet. Maple Ave. and Franklin Ave.,Maple Playground,POINT (-73.8262600194642 40.75597757184256),Adults Allowed,Q211-CPA-0001,"14,190",22,3,3,67
,Q,Completely Locked,05/21/2020 11:10:31 AM,Q516,,,Q516,,COVID-19 Closure,,,,,Lt. Michael R. Davidson Playground,POINT (-73.9135101287059 40.74865716979833),,,"14,787",53,3,33,66
,Q,Completely Locked,05/21/2020 11:08:40 AM,Q294,,,Q294,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"73 Ave., Jewel Ave. bet. Utopia Pkwy. and 179 St.",Utopia Playground,POINT (-73.79220057412752 40.73076505588563),Adults Allowed,Q294-CPA-0001,"14,507",25,3,24,65
,B,Completely Locked,05/21/2020 11:06:33 AM,B277,,,B277,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Bath Ave. between Bay 22 St. and Bay 23 St.,Benson Playground,POINT (-74.00235001717002 40.60217127095784),Adults Allowed,B277-CPA-0001,"17,616",1,2,44,37
,Q,Completely Locked,05/21/2020 11:08:47 AM,Q321,,,Q321,,COVID-19 Closure,,false,Not Applicable,21 St. bet. 29 Ave. and 30 Ave.,Van Alst Playground,POINT (-73.9282482943692 40.770401113851314),Adults Allowed,Q321-CPA-0001,"16,859",39,3,4,72
,M,Completely Locked,05/21/2020 11:10:25 AM,M208E,,,M208E,,COVID-19 Closure,,,,"E. 127 St., 2 Ave., and Harlem River Drive",Crack Is Wack Playground,POINT (-73.93177320489765 40.8043586737293),,,"13,093",7,4,35,16
